Applied potential [V];WE current [A]
0.0;-4.171117e-06
-0.001000777;-5.166924e-06
-0.002001555;-5.251474e-06
-0.0030023330000000003;-5.270263e-06
-0.004003111;-5.260868e-06
-0.005003889;-5.317235e-06
-0.006004667;-5.298446e-06
-0.007005445000000001;-5.373602e-06
-0.008006223;-5.3923899999999995e-06
-0.009007001;-5.373602e-06
-0.010007779000000001;-5.420574e-06
-0.011008557;-5.439362e-06
-0.012009335000000001;-5.514517e-06
-0.013010113;-5.523912e-06
-0.014010891000000001;-5.5145179999999995e-06
-0.015011669000000002;-5.570884e-06
-0.016012447000000003;-5.56149e-06
-0.017013224;-5.636645e-06
-0.018014002;-5.674223e-06
-0.019014782;-5.683617e-06
-0.020015558000000003;-5.730589e-06
-0.021016336;-5.739983e-06
-0.022017114;-5.815139e-06
-0.023017892;-5.852717e-06
-0.024018670000000002;-5.852717e-06
-0.025019448000000003;-5.909083e-06
-0.026020226;-5.909083e-06
-0.027021004;-5.993633e-06
-0.028021782000000002;-6.03121e-06
-0.029022560000000003;-6.0406039999999995e-06
-0.030023338000000004;-6.096971e-06
-0.031024116;-6.096971e-06
-0.032024894000000005;-6.172126e-06
-0.03302567;-6.2378869999999995e-06
-0.034026448;-6.247282e-06
-0.035027228;-6.322437e-06
-0.036028004;-6.313043e-06
-0.037028784;-6.406986e-06
-0.038029564;-6.4633529999999996e-06
-0.039030340000000004;-6.4633529999999996e-06
-0.040031116000000005;-6.557297e-06
-0.041031892;-6.557297e-06
-0.042032672;-6.67003e-06
-0.043033452;-6.7263959999999996e-06
-0.044034228;-6.7357909999999995e-06
-0.045035004000000003;-6.810945e-06
-0.046035784;-6.820341e-06
-0.047036564;-6.942467e-06
-0.048037340000000005;-6.98944e-06
-0.049038120000000004;-7.027017e-06
-0.050038896000000006;-7.120961e-06
-0.051039672;-7.130356e-06
-0.052040452;-7.271272e-06
-0.053041232;-7.346428e-06
-0.054042008;-7.3840049999999994e-06
-0.055042784000000004;-7.4967379999999995e-06
-0.056043564000000004;-7.534316e-06
-0.057044344000000004;-7.665837e-06
-0.058045120000000006;-7.750387e-06
-0.059045896;-7.825542e-06
-0.06004667600000001;-7.947669e-06
-0.061047452;-7.985247e-06
-0.062048232;-8.163741e-06
-0.063049012;-8.257685e-06
-0.06404978800000001;-8.314052e-06
-0.065050564;-8.473756e-06
-0.06605134;-8.567701e-06
-0.06705212;-8.736799999999999e-06
-0.068052896;-8.840138e-06
-0.06905368;-8.943477e-06
-0.070054456;-9.103182e-06
-0.07105523200000001;-9.206521e-06
-0.072056008;-9.431986e-06
-0.073056784;-9.572902e-06
-0.074057568;-9.69503e-06
-0.075058344;-9.901707e-06
-0.076059128;-1.0033229e-05
-0.077059904;-1.0305667e-05
-0.07806068000000001;-1.0465371e-05
-0.079061456;-1.0634471e-05
-0.08006223200000001;-1.088812e-05
-0.081063008;-1.103843e-05
-0.082063784;-1.135784e-05
-0.083064568;-1.1555123e-05
-0.084065344;-1.1789984e-05
-0.085066128;-1.2090604e-05
-0.086066904;-1.2278491e-05
-0.08706768000000001;-1.2635479e-05
-0.088068456;-1.2898523e-05
-0.08906923200000001;-1.317096e-05
-0.09007000800000001;-1.350916e-05
-0.09107079200000001;-1.3762808e-05
-0.092071568;-1.4194951e-05
-0.093072344;-1.4514361e-05
-0.094073128;-1.4824376e-05
-0.095073904;-1.523773e-05
-0.09607468000000001;-1.5566534e-05
-0.097075456;-1.6064438999999998e-05
-0.09807624000000001;-1.6440215e-05
-0.099077016;-1.6825385999999998e-05
-0.10007779200000001;-1.7285712e-05
-0.10107856800000001;-1.7661488e-05
-0.102079344;-1.8272124e-05
-0.10308012000000001;-1.8676086e-05
-0.104080904;-1.9108226e-05
-0.105081688;-1.9643707999999998e-05
-0.106082464;-2.009464e-05
-0.10708324000000001;-2.0724066e-05
-0.108084016;-2.1297126e-05
-0.109084792;-2.175745e-05
-0.11008556800000001;-2.2386876e-05
-0.111086344;-2.2884777999999998e-05
-0.11208712800000001;-2.3561178e-05
-0.113087904;-2.4115448e-05
-0.11408868800000001;-2.46979e-05
-0.115089464;-2.5346115999999998e-05
-0.11609024000000001;-2.5862806e-05
-0.117091016;-2.6604964e-05
-0.118091792;-2.7187419999999998e-05
-0.119092576;-2.7760478e-05
-0.12009335200000001;-2.8408692e-05
-0.12109412800000001;-2.8953568e-05
-0.122094904;-2.9714516e-05
-0.12309568000000001;-3.0315758e-05
-0.124096464;-3.0870028e-05
-0.125097248;-3.160279e-05
-0.126098024;-3.2119482e-05
-0.1270988;-3.2871034e-05
-0.12809957600000002;-3.3491064e-05
-0.129100352;-3.4101704e-05
-0.130101128;-3.4759312e-05
-0.13110190400000002;-3.5304183999999996e-05
-0.13210268;-3.6093316e-05
-0.133103464;-3.6666376e-05
-0.13410424;-3.7277016e-05
-0.135105;-3.7915832e-05
-0.136105;-3.8470104e-05
-0.137106;-3.924984e-05
-0.138107;-3.9775924e-05
-0.13910799999999998;-4.0339592e-05
-0.14010799999999998;-4.0978408e-05
-0.14110899999999998;-4.1485708e-05
-0.14211;-4.2227868e-05
-0.143111;-4.2772744e-05
-0.144112;-4.3270644e-05
-0.145112;-4.3834307999999997e-05
-0.146113;-4.4275848e-05
-0.147114;-4.4952244e-05
-0.148115;-4.5468936e-05
-0.149115;-4.5910472e-05
-0.150116;-4.6492928e-05
-0.151117;-4.6821736e-05
-0.152118;-4.758268e-05
-0.153119;-4.7949064e-05
-0.154119;-4.8306052e-05
-0.15511999999999998;-4.8907291999999997e-05
-0.15612099999999998;-4.9179727999999996e-05
-0.15712199999999998;-4.979976e-05
-0.15812199999999998;-5.0156748e-05
-0.159123;-5.054192e-05
-0.160124;-5.1021036e-05
-0.161125;-5.134044e-05
-0.162126;-5.1875924e-05
-0.163126;-5.2232912e-05
-0.164127;-5.2542928e-05
-0.165128;-5.3012648e-05
-0.166129;-5.3219324e-05
-0.167129;-5.3736016e-05
-0.16813;-5.403664e-05
-0.169131;-5.4224524e-05
-0.170132;-5.4647272e-05
-0.17113299999999998;-5.483516e-05
-0.17213299999999998;-5.5323672e-05
-0.17313399999999998;-5.5586716e-05
-0.17413499999999998;-5.5774604e-05
-0.175136;-5.6084619999999996e-05
-0.176136;-5.6272512e-05
-0.177137;-5.6620104e-05
-0.178138;-5.6883144e-05
-0.179139;-5.6930115999999996e-05
-0.18014;-5.7277704e-05
-0.18114;-5.7287108e-05
-0.182141;-5.7615908e-05
-0.183142;-5.7813188e-05
-0.184143;-5.7860159999999996e-05
-0.185143;-5.7982292e-05
-0.186144;-5.8038656e-05
-0.18714499999999998;-5.8301704e-05
-0.18814599999999998;-5.8386248e-05
-0.18914699999999998;-5.8311096e-05
-0.19014699999999998;-5.8517767999999996e-05
-0.19114799999999998;-5.8339276e-05
-0.192149;-5.8611716e-05
-0.19315;-5.8611716e-05
-0.19415;-5.8461404e-05
-0.195151;-5.8583527999999996e-05
-0.196152;-5.8423828e-05
-0.197153;-5.8527164e-05
-0.198154;-5.8480196e-05
-0.199154;-5.8245336e-05
-0.200155;-5.8311096e-05
-0.201156;-5.8010476e-05
-0.202157;-5.8123204e-05
-0.203157;-5.7991684e-05
-0.20415799999999998;-5.7719248e-05
-0.20515899999999998;-5.7756824e-05
-0.20615999999999998;-5.7446808e-05
-0.20716099999999998;-5.7540752e-05
-0.20816099999999998;-5.7437412e-05
-0.209162;-5.7108608e-05
-0.210163;-5.7042848e-05
-0.211164;-5.6761019999999995e-05
-0.212164;-5.689254e-05
-0.213165;-5.6714044e-05
-0.214166;-5.6497976e-05
-0.215167;-5.6526156e-05
-0.216168;-5.621614e-05
-0.217168;-5.6375848e-05
-0.218169;-5.6272507999999996e-05
-0.21917;-5.6075224e-05
-0.22017099999999998;-5.6140988e-05
-0.22117099999999998;-5.5953096e-05
-0.22217199999999998;-5.6187956e-05
-0.22317299999999998;-5.6178564e-05
-0.22417399999999998;-5.6084619999999996e-05
-0.225175;-5.6300692e-05
-0.226175;-5.6169172e-05
-0.227176;-5.6535551999999997e-05
-0.228177;-5.66201e-05
-0.229178;-5.6714044e-05
-0.230178;-5.7042848e-05
-0.231179;-5.7052243999999996e-05
-0.23218;-5.749378e-05
-0.233181;-5.7738031999999996e-05
-0.234182;-5.7916528e-05
-0.235182;-5.8282912e-05
-0.23618299999999998;-5.8480192e-05
-0.23718399999999998;-5.9025072e-05
-0.23818499999999998;-5.9288112e-05
-0.23918499999999998;-5.951358e-05
-0.24018599999999998;-6.0030268e-05
-0.24118699999999998;-6.0143008e-05
-0.242188;-6.0744244e-05
-0.243189;-6.105425999999999e-05
-0.244189;-6.1242148e-05
-0.24519;-6.1693084e-05
-0.246191;-6.1796416e-05
-0.247192;-6.236948e-05
-0.248192;-6.246342e-05
-0.249193;-6.2585552e-05
-0.25019399999999997;-6.2980112e-05
-0.251195;-6.2961328e-05
-0.252196;-6.330892e-05
-0.253196;-6.3384076e-05
-0.254197;-6.3261948e-05
-0.255198;-6.3412252e-05
-0.256199;-6.3214972e-05
-0.257199;-6.330892e-05
-0.2582;-6.3196188e-05
-0.259201;-6.2829808e-05
-0.260202;-6.2764048e-05
-0.26120299999999996;-6.227553999999999e-05
-0.26220299999999996;-6.2125224e-05
-0.263204;-6.1749452e-05
-0.26420499999999997;-6.1232756e-05
-0.265206;-6.0828796e-05
-0.266206;-6.0086636e-05
-0.267207;-5.9739044e-05
-0.268208;-5.9072039999999996e-05
-0.269209;-5.826412e-05
-0.27021;-5.7606512e-05
-0.27121;-5.6723436e-05
-0.272211;-5.6018856e-05
-0.273212;-5.5286096e-05
-0.274213;-5.4299684e-05
-0.275213;-5.3491763999999996e-05
-0.276214;-5.252414e-05
-0.277215;-5.171622e-05
-0.27821599999999996;-5.0945876e-05
-0.279217;-4.986552e-05
-0.280217;-4.9104572e-05
-0.28121799999999997;-4.8052395999999997e-05
-0.282219;-4.7253876e-05
-0.28321999999999997;-4.6521112e-05
-0.28422;-4.5440752e-05
-0.285221;-4.466102e-05
-0.286222;-4.3684e-05
-0.287223;-4.2923052e-05
-0.288224;-4.2143316e-05
-0.289224;-4.11663e-05
-0.290225;-4.04899e-05
-0.291226;-3.9522276e-05
-0.292227;-3.8836483999999996e-05
-0.29322699999999996;-3.8131908e-05
-0.294228;-3.7267616e-05
-0.29522899999999996;-3.656304e-05
-0.29623;-3.5783304e-05
-0.29723099999999997;-3.5144484e-05
-0.29823099999999997;-3.4515056e-05
-0.299232;-3.3725928e-05
-0.30023299999999997;-3.3124684e-05
-0.301234;-3.2354346e-05
-0.302234;-3.1762498e-05
-0.303235;-3.117065e-05
-0.304236;-3.0419096e-05
-0.305237;-2.9864823999999998e-05
-0.306238;-2.916964e-05
-0.307238;-2.859658e-05
-0.308239;-2.8070492e-05
-0.30923999999999996;-2.7365914e-05
-0.310241;-2.6849218e-05
-0.311241;-2.6238582e-05
-0.31224199999999996;-2.572189e-05
-0.313243;-2.5214592e-05
-0.31424399999999997;-2.461335e-05
-0.315245;-2.414363e-05
-0.316245;-2.3542388e-05
-0.317246;-2.3110246e-05
-0.318247;-2.2696892e-05
-0.319248;-2.2123832e-05
-0.320248;-2.1748056e-05
-0.321249;-2.1259546e-05
-0.32225;-2.0874376e-05
-0.323251;-2.0517387999999998e-05
-0.324252;-2.0019486e-05
-0.325252;-1.9700074e-05
-0.32625299999999996;-1.9314903999999998e-05
-0.327254;-1.8995493999999998e-05
-0.32825499999999996;-1.8694872e-05
-0.32925499999999996;-1.8262731999999998e-05
-0.330256;-1.8037264e-05
-0.33125699999999997;-1.772725e-05
-0.332258;-1.7464206e-05
-0.33325899999999997;-1.7229346e-05
-0.334259;-1.6862962e-05
-0.33526;-1.6675076e-05
-0.336261;-1.643082e-05
-0.337262;-1.6214749e-05
-0.338262;-1.6083227e-05
-0.339263;-1.5801395e-05
-0.340264;-1.5688661e-05
-0.341265;-1.5472591e-05
-0.34226599999999996;-1.5331674e-05
-0.34326599999999996;-1.5247125e-05
-0.344267;-1.502166e-05
-0.34526799999999996;-1.4955898e-05
-0.346269;-1.4833771e-05
-0.347269;-1.4768011e-05
-0.34826999999999997;-1.4702249e-05
-0.349271;-1.4523756e-05
-0.350272;-1.4486179e-05
-0.351273;-1.4392234e-05
-0.352273;-1.4373445e-05
-0.353274;-1.4335866999999999e-05
-0.354275;-1.4223135e-05
-0.355276;-1.421374e-05
-0.356276;-1.4166769e-05
-0.357277;-1.4166769e-05
-0.358278;-1.4166768e-05
-0.35927899999999996;-1.4082218e-05
-0.36028;-1.4101007e-05
-0.36128;-1.4063429e-05
-0.36228099999999996;-1.4054035e-05
-0.363282;-1.4054036e-05
-0.36428299999999997;-1.3988275e-05
-0.36528299999999997;-1.4025852e-05
-0.366284;-1.3997669e-05
-0.367285;-1.4025852e-05
-0.368286;-1.4054036e-05
-0.369287;-1.3997669e-05
-0.370287;-1.4044641e-05
-0.371288;-1.4035246e-05
-0.372289;-1.4082218e-05
-0.37329;-1.4101007e-05
-0.37428999999999996;-1.4044641e-05
-0.375291;-1.4110402e-05
-0.37629199999999996;-1.4129190999999999e-05
-0.377293;-1.4157374e-05
-0.37829399999999996;-1.4176163e-05
-0.37929399999999996;-1.4157374e-05
-0.380295;-1.4223135e-05
-0.38129599999999997;-1.4232528999999999e-05
-0.382297;-1.429829e-05
-0.383297;-1.4345261999999999e-05
-0.384298;-1.4317079e-05
-0.385299;-1.4364051e-05
-0.3863;-1.4411023e-05
-0.387301;-1.4467388e-05
-0.388301;-1.4514361e-05
-0.389302;-1.4514361e-05
-0.39030299999999996;-1.4608306e-05
-0.391304;-1.4645883e-05
-0.392304;-1.4692855e-05
-0.39330499999999996;-1.4749222e-05
-0.394306;-1.4739827999999999e-05
-0.39530699999999996;-1.4843165e-05
-0.396308;-1.4890137999999999e-05
-0.397308;-1.493711e-05
-0.39830899999999997;-1.4984080999999999e-05
-0.39931;-1.5012265e-05
-0.400311;-1.5078026e-05
